ID,ENTRYTYPE,author,bib-gs_bronze_gquerya,bib-scopus_bronze_querya,bib_id,booktitle,doi,isbn,issn,journal,note,number,pages,publisher,shorttitle,title,url,volume,year
obaid_advanced_2023,book,"Obaid, Ahmed J and Bhushan, Bharat and Rajest, S Suman",1,0,nan,nan,nan,9798369305041,nan,nan,nan,nan,nan,IGI Global,nan,Advanced {Applications} of {Generative} {AI} and {Natural} {Language} {Processing} {Models},nan,nan,2023.0
obeid_impact_2019,inproceedings,"Obeid, J.S. and Heider, P.M. and Weeda, E.R. and Matuskowitz, A.J. and Carr, C.M. and Gagnon, K. and Crawford, T. and Meystre, S.M.",0,1,nan,nan,10.3233/SHTI190228,nan,nan,nan,nan,nan,283--287,nan,nan,Impact of de-identification on clinical text classification using traditional and deep learning classifiers,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071485769&doi=10.3233%2fSHTI190228&partnerID=40&md5=ad1b2c229565590b15a8cd67e8b8fb44,264,2019.0
oh_membership_2022,inproceedings,"Oh, Myung Gyo and Park, Leo Hyun and Kim, Jaeuk and Park, Jaewoo and Kwon, Taekyoung",1,0,nan,nan,nan,nan,nan,nan,nan,nan,143--155,Springer,nan,On {Membership} {Inference} {Attacks} to {Generative} {Language} {Models} {Across} {Language} {Domains},nan,nan,2022.0
om_kumar_ehr_2023,article,"Om Kumar, C.U. and Gajendran, S. and Bhavadharini, R.M. and Suguna, M. and Krithiga, R.",0,1,nan,nan,10.1016/j.knosys.2023.110638,nan,nan,Knowledge-Based Systems,nan,nan,nan,nan,nan,{EHR} privacy preservation using federated learning with {DQRE}-{Scnet} for healthcare application domains,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163054127&doi=10.1016%2fj.knosys.2023.110638&partnerID=40&md5=9816ab913038bd80844915066ecff9e0,275,2023.0
ong_diagnostic_2023,article,"Ong, Z.Z. and Sadek, Y. and Liu, X. and Qureshi, R. and Liu, S.-H. and Li, T. and Sounderajah, V. and Ashrafian, H. and Ting, D.S.W. and Said, D.G. and Mehta, J.S. and Burton, M.J. and Dua, H.S. and Ting, D.S.J.",0,1,nan,nan,10.1136/bmjopen-2022-065537,nan,nan,BMJ Open,nan,5,nan,nan,nan,Diagnostic performance of deep learning in infectious keratitis: {A} systematic review and meta-analysis protocol,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158866429&doi=10.1136%2fbmjopen-2022-065537&partnerID=40&md5=95960a61dfab5092189bd139ed073dd1,13,2023.0
ormerod_predicting_2021,article,"Ormerod, M. and del Rincón, J.M. and Devereux, B.",0,1,nan,nan,10.2196/23099,nan,nan,JMIR Medical Informatics,nan,5,nan,nan,nan,Predicting semantic similarity between clinical sentence pairs using transformer models: {Evaluation} and representational analysis,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106949779&doi=10.2196%2f23099&partnerID=40&md5=65365efa2acbb29429798bd919851ea0,9,2021.0
oubenali_visualization_2022,article,"Oubenali, N. and Messaoud, S. and Filiot, A. and Lamer, A. and Andrey, P.",0,1,nan,nan,10.1186/s12911-022-01822-9,nan,nan,BMC Medical Informatics and Decision Making,nan,1,nan,nan,nan,Visualization of medical concepts represented using word embeddings: a scoping review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127298072&doi=10.1186%2fs12911-022-01822-9&partnerID=40&md5=4a2181b37f1f896feaa2bc326147a72f,22,2022.0
pal_futuristic_2024,article,"Pal, P. and Kumar, A. and Saini, G.",0,1,nan,nan,10.32629/jai.v7i1.743,nan,nan,Journal of Autonomous Intelligence,nan,1,nan,nan,nan,"Futuristic frontiers in science and technology: {Advancements}, requirements, and challenges of multi-approach research",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174148843&doi=10.32629%2fjai.v7i1.743&partnerID=40&md5=f164ae56ab62c9e39fe16a51ae0f3058,7,2024.0
papadopoulou_automated_2024,article,"Papadopoulou, Anthi",1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Automated {Text} {Sanitization} {Beyond} {Named} {Entities}: {Resources}, {Methods}, {Evaluation}",nan,nan,2024.0
park_feasibility_2022,article,"Park, J.H. and Park, I. and Han, K. and Yoon, J. and Sim, Y. and Kim, S.J. and Won, J.Y. and Lee, S. and Kwon, J.H. and Moon, S. and Kim, G.M. and Kim, M.-D.",0,1,nan,nan,10.3348/kjr.2022.0364,nan,nan,Korean Journal of Radiology,nan,10,949--958,nan,nan,Feasibility of {Deep} {Learning}-{Based} {Analysis} of {Auscultation} for {Screening} {Significant} {Stenosis} of {Native} {Arteriovenous} {Fistula} for {Hemodialysis} {Requiring} {Angioplasty},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138988177&doi=10.3348%2fkjr.2022.0364&partnerID=40&md5=e8ad22bb32d648dc6a89df72ff29b9b0,23,2022.0
park_leveraging_2024,article,"Park, Chaelim and Lee, Hayoung and Jeong, Okran",1,0,nan,nan,nan,nan,nan,nan,Publisher: Preprints,nan,nan,nan,nan,Leveraging {Medical} {Knowledge} {Graphs} and {Large} {Language} {Models} for {Enhanced} {Mental} {Disorder} {Information} {Extraction},nan,nan,2024.0
parreco_comparing_2019,article,"Parreco, J. and Soe-Lin, H. and Parks, J.J. and Byerly, S. and Chatoor, M. and Buicko, J.L. and Namias, N. and Rattan, R.",0,1,nan,nan,nan,nan,nan,American Surgeon,nan,7,725--729,nan,nan,Comparing machine learning algorithms for predicting acute kidney injury,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071282243&partnerID=40&md5=741755d0857fd04dc8df6ec8d04a8662,85,2019.0
pattisapu_distant_2020,article,"Pattisapu, N. and Anand, V. and Patil, S. and Palshikar, G. and Varma, V.",0,1,nan,nan,10.1016/j.jbi.2020.103522,nan,nan,Journal of Biomedical Informatics,nan,nan,nan,nan,nan,Distant supervision for medical concept normalization,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089262326&doi=10.1016%2fj.jbi.2020.103522&partnerID=40&md5=93464b574ba44d015381fa2fa3469566,109,2020.0
peine_deep_2019,article,"Peine, A. and Hallawa, A. and Schöffski, O. and Dartmann, G. and Fazlic, L.B. and Schmeink, A. and Marx, G. and Martin, L.",0,1,nan,nan,10.2196/14806,nan,nan,JMIR Medical Informatics,nan,4,nan,nan,nan,A deep learning approach for managing medical consumable materials in intensive care units via convolutional neural networks: {Technical} proof-of-concept study,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091690899&doi=10.2196%2f14806&partnerID=40&md5=666a6436f62355980a25f5d6bf0efdb5,7,2019.0
peis_deep_2019,article,"Peis, I. and Olmos, P.M. and Vera-Varela, C. and Barrigon, M.L. and Courtet, P. and Baca-Garcia, E. and Artes-Rodriguez, A.",0,1,nan,nan,10.1109/JBHI.2019.2919270,nan,nan,IEEE Journal of Biomedical and Health Informatics,nan,6,2286--2293,nan,nan,Deep {Sequential} {Models} for {Suicidal} {Ideation} from {Multiple} {Source} {Data},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071729565&doi=10.1109%2fJBHI.2019.2919270&partnerID=40&md5=84c2eafcfff8d9494d93f80979c2eeff,23,2019.0
pellecchia_leveraging_2022,article,"Pellecchia, Riccardo",1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Leveraging {AI} via speech-to-text and {LLM} integration for improved healthcare decision-making in primary care,nan,nan,2022.0
peng_-depth_2024,article,"Peng, Le and Luo, Gaoxiang and Zhou, Sicheng and Chen, Jiandong and Xu, Ziyue and Sun, Ju and Zhang, Rui Peng, L. and Luo, G. and Zhou, S. and Chen, J. and Xu, Z. and Sun, J. and Zhang, R.",1,1,nan,nan,nan 10.1038/s41746-024-01126-4,nan,2398-6352 nan,NPJ Digital Medicine npj Digital Medicine,Publisher: Nature Publishing Group UK London nan,1,127 nan,nan,nan,An in-depth evaluation of federated learning on biomedical natural language processing for information extraction,nan https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193377702&doi=10.1038%2fs41746-024-01126-4&partnerID=40&md5=35639b07e8e9281754dd4827a4aa1ce0,7,2024.0
peng_study_2023,article,"Peng, C. and Yang, X. and Chen, A. and Smith, K.E. and PourNejatian, N. and Costa, A.B. and Martin, C. and Flores, M.G. and Zhang, Y. and Magoc, T. and Lipori, G. and Mitchell, D.A. and Ospina, N.S. and Ahmed, M.M. and Hogan, W.R. and Shenkman, E.A. and Guo, Y. and Bian, J. and Wu, Y.",0,1,nan,nan,10.1038/s41746-023-00958-w,nan,nan,npj Digital Medicine,nan,1,nan,nan,nan,A study of generative large language model for medical research and healthcare,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177043166&doi=10.1038%2fs41746-023-00958-w&partnerID=40&md5=f06447139be98245ab7a5d25fb263c56,6,2023.0
pereira_automated_2024,article,"Pereira, Sofia C and Mendonça, Ana Maria and Campilho, Aurélio and Sousa, Pedro and Lopes, Carla Teixeira",1,0,nan,nan,nan,nan,0933-3657,Artificial Intelligence in Medicine,Publisher: Elsevier,nan,102814,nan,nan,Automated image label extraction from radiology reports–{A} review,nan,nan,2024.0
peterson_automated_2021,article,"Peterson, K.S. and Lewis, J. and Patterson, O.V. and Chapman, A.B. and Denhalter, D.W. and Lye, P.A. and Stevens, V.W. and Gamage, S.D. and Roselle, G.A. and Wallace, K.S. and Jones, M.",0,1,nan,nan,10.2196/26719,nan,nan,JMIR Public Health and Surveillance,nan,3,nan,nan,nan,Automated travel history extraction from clinical notes for informing the detection of emergent infectious disease events: {Algorithm} development and validation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103483736&doi=10.2196%2f26719&partnerID=40&md5=cdcbc03bf8d174d1c588a7e3d7a2ceaa,7,2021.0
petit-jean_collaborative_2024,article,"Petit-Jean, Thomas and Gérardin, Christel and Berthelot, Emmanuelle and Chatellier, Gilles and Frank, Marie and Tannier, Xavier and Kempf, Emmanuelle and Bey, Romain Petit-Jean, T. and Gérardin, C. and Berthelot, E. and Chatellier, G. and Frank, M. and Tannier, X. and Kempf, E. and Bey, R.",1,1,nan,nan,nan 10.1093/jamia/ocae069,nan,1067-5027 nan,Journal of the American Medical Informatics Association,Publisher: Oxford University Press nan,6,1280--1290,nan,nan,Collaborative and privacy-enhancing workflows on a clinical data warehouse: an example developing natural language processing pipelines to detect medical conditions,nan https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193943907&doi=10.1093%2fjamia%2focae069&partnerID=40&md5=245759de13dda0e892b2e5888aba5c67,31,2024.0
phan_simple_2022,inproceedings,"Phan, U.T.P. and Nguyen, N.T.H.",0,1,nan,nan,nan,nan,nan,nan,nan,nan,123--129,nan,nan,Simple {Semantic}-based {Data} {Augmentation} for {Named} {Entity} {Recognition} in {Biomedical} {Texts},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138477267&partnerID=40&md5=1049345bb9b967a71eb7a1c2b05875d5,nan,2022.0
poquiz_navigating_2024,article,"Poquiz, Warren",1,0,nan,nan,nan,nan,2771-0335,TWU Student Journal,nan,1,nan,nan,nan,Navigating the {Risks} of {Artificial} {Intelligence} {Foundation} {Models} in {Healthcare}: {How} {Health} {Systems} {Can} {Respond},nan,3,2024.0
pozdeyev_thyroid_2024,article,"Pozdeyev, N. and Dighe, M. and Barrio, M. and Raeburn, C. and Smith, H. and Fisher, M. and Chavan, S. and Rafaels, N. and Shortt, J.A. and Lin, M. and Leu, M.G. and Clark, T. and Marshall, C. and Haugen, B.R. and Subramanian, D. and Crooks, K. and Gignoux, C. and Cohen, T.",0,1,nan,nan,10.1210/clinem/dgad530,nan,nan,Journal of Clinical Endocrinology and Metabolism,nan,2,402--412,nan,nan,Thyroid {Cancer} {Polygenic} {Risk} {Score} {Improves} {Classification} of {Thyroid} {Nodules} as {Benign} or {Malignant},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195269389&doi=10.1210%2fclinem%2fdgad530&partnerID=40&md5=7e883b61f3a205ae762890a4cf737633,109,2024.0
preiksaitis_role_2024,article,"Preiksaitis, Carl and Ashenburg, Nicholas and Bunney, Gabrielle and Chu, Andrew and Kabeer, Rana and Riley, Fran and Ribeira, Ryan and Rose, Christian",1,0,nan,nan,nan,nan,2291-9694,JMIR Medical Informatics,"Publisher: JMIR Publications Toronto, Canada",nan,e53787,nan,nan,The {Role} of {Large} {Language} {Models} in {Transforming} {Emergency} {Medicine}: {Scoping} {Review},nan,12,2024.0
premananthan_new_2023,article,"Premananthan, G. and Nagaraj, B. and Jaya, J.",0,1,nan,nan,10.3233/JIFS-223354,nan,nan,Journal of Intelligent and Fuzzy Systems,nan,6,9027--9037,nan,nan,A new {AI} assisted medical molecular image diagnostic model,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166392010&doi=10.3233%2fJIFS-223354&partnerID=40&md5=cb8748f5d8a5a3252c5a964bac76f01a,44,2023.0
puche_fitvoice_2024,article,"Puche, Diego and Jiménez, Kemer and Sierra, Miguel",1,0,nan,nan,nan,nan,nan,nan,"Publisher: Barranquilla, Universidad del Norte, 2024",nan,nan,nan,nan,"{FitVoice}, un aplicativo móvil de registro de dieta usando modelos de speech-to-text y grandes modelos de lenguaje",nan,nan,2024.0
qi_ai_2024,article,"Qi, Xiangyu and Huang, Yangsibo and Zeng, Yi and Debenedetti, Edoardo and Geiping, Jonas and He, Luxi and Huang, Kaixuan and Madhushani, Udari and Sehwag, Vikash and Shi, Weijia",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2405.19524,nan,nan,nan,nan,nan,{AI} {Risk} {Management} {Should} {Incorporate} {Both} {Safety} and {Security},nan,nan,2024.0
qiao_pairwise-ranking_2018,inproceedings,"Qiao, Z. and Zhao, S. and Xiao, C. and Li, X. and Qin, Y. and Wang, F.",0,1,nan,nan,10.24963/ijcai.2018/489,nan,nan,nan,nan,nan,3520--3526,nan,nan,Pairwise-ranking based collaborative recurrent neural networks for clinical event prediction,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055673981&doi=10.24963%2fijcai.2018%2f489&partnerID=40&md5=382a8bad14315518c0ae7fd389c6211c,2018-July,2018.0
ragab_blockchain-driven_2024,article,"Ragab, M. and Bahaddad, A.A. and Hamed, D. and Alkhayyat, A. and Gupta, D. and Mansour, R.F.",0,1,nan,nan,10.22967/HCIS.2024.14.009,nan,nan,Human-centric Computing and Information Sciences,nan,nan,nan,nan,nan,Blockchain-{Driven} {Privacy} {Preserving} {Electronic} {Health} {Records} {Analysis} {Using} {Sine} {Cosine} {Algorithm} with {Deep} {Learning} {Model},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189101851&doi=10.22967%2fHCIS.2024.14.009&partnerID=40&md5=8b8305ef961c92e47a5fb9e6abfc267a,14,2024.0
raiaan_review_2024,article,"Raiaan, Mohaimenul Azam Khan and Mukta, Md Saddam Hossain and Fatema, Kaniz and Fahad, Nur Mohammad and Sakib, Sadman and Mim, Most Marufatul Jannat and Ahmad, Jubaer and Ali, Mohammed Eunus and Azam, Sami",1,0,nan,nan,nan,nan,2169-3536,IEEE Access,Publisher: IEEE,nan,nan,nan,nan,"A review on large {Language} {Models}: {Architectures}, applications, taxonomies, open issues and challenges",nan,nan,2024.0
raiskin_categorization_2019,article,"Raiskin, Y. and Eickhoff, C. and Beeler, P.E.",0,1,nan,nan,10.1016/j.ijmedinf.2019.05.020,nan,nan,International Journal of Medical Informatics,nan,nan,20--28,nan,nan,Categorization of free-text drug orders using character-level recurrent neural networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066256239&doi=10.1016%2fj.ijmedinf.2019.05.020&partnerID=40&md5=aadd2834360f0b365c336cb729499a20,129,2019.0
rajashekar_human-algorithmic_2024,inproceedings,"Rajashekar, N.C. and Shin, Y.E. and Pu, Y. and Chung, S. and You, K. and Giuffre, M. and Chan, C.E. and Saarinen, T. and Hsiao, A. and Sekhon, J. and Wong, A.H. and Evans, L.V. and Kizilcec, R.F. and Laine, L. and McCall, T. and Shung, D.",0,1,nan,nan,10.1145/3613904.3642024,nan,nan,nan,nan,nan,nan,nan,nan,Human-{Algorithmic} {Interaction} {Using} a {Large} {Language} {Model}-{Augmented} {Artificial} {Intelligence} {Clinical} {Decision} {Support} {System},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194877819&doi=10.1145%2f3613904.3642024&partnerID=40&md5=db6c7d5e4f61bca623e8ee38e06c23bf,nan,2024.0
rajeshkumar_efficient_2024,article,"Rajeshkumar, K. and Dhanasekaran, S. and Vasudevan, V.",0,1,nan,nan,10.1007/s11042-023-17381-8,nan,nan,Multimedia Tools and Applications,nan,16,47111--47138,nan,nan,Efficient and secure medical big data management system using optimal map-reduce framework and deep learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174835358&doi=10.1007%2fs11042-023-17381-8&partnerID=40&md5=b30c949a7bddc120a933fbeace8b506b,83,2024.0
ramsdale_introduction_2021,article,"Ramsdale, E. and Snyder, E. and Culakova, E. and Xu, H. and Dziorny, A. and Yang, S. and Zand, M. and Anand, A.",0,1,nan,nan,10.1016/j.jgo.2021.03.012,nan,nan,Journal of Geriatric Oncology,nan,8,1159--1163,nan,nan,An introduction to machine learning for clinicians: {How} can machine learning augment knowledge in geriatric oncology?,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103392183&doi=10.1016%2fj.jgo.2021.03.012&partnerID=40&md5=bb5019799c8447a6c1ce86b8d45e80e0,12,2021.0
rao_targeted-behrt_2024,article,"Rao, S. and Mamouei, M. and Salimi-Khorshidi, G. and Li, Y. and Ramakrishnan, R. and Hassaine, A. and Canoy, D. and Rahimi, K.",0,1,nan,nan,10.1109/TNNLS.2022.3183864,nan,nan,IEEE Transactions on Neural Networks and Learning Systems,nan,4,5027--5038,nan,nan,Targeted-{BEHRT}: {Deep} {Learning} for {Observational} {Causal} {Inference} on {Longitudinal} {Electronic} {Health} {Records},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133757812&doi=10.1109%2fTNNLS.2022.3183864&partnerID=40&md5=15dfc2783616899114317801336bae4c,35,2024.0
raparthi_biomedical_2023,article,"Raparthi, M. and Dodda, S.B. and Maruthi, S.",0,1,nan,nan,10.52783/dxjb.v35.114,nan,nan,Dandao Xuebao/Journal of Ballistics,nan,1,52--61,nan,nan,Biomedical {Text} {Mining} for {Drug} {Discovery} using {Natural} {Language} {Processing} and {Deep} {Learning}.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185814608&doi=10.52783%2fdxjb.v35.114&partnerID=40&md5=969e2ec8a1af8abdad1046837e362648,35,2023.0
rasmy_training_2023,inproceedings,"Rasmy, L. and Xie, Z. and Zhi, D.",0,1,nan,nan,10.1109/ICHI57859.2023.00094,nan,nan,nan,nan,nan,529--530,nan,nan,Training {Recurrent} {Neural} {Network}-{Based} {Model} to {Predict} {COVID}-19 {Patient} {Risk} for {PASC} using {Pytorch}-{EHR} - {Hands}-on {Tutorial} on {N3C},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181559211&doi=10.1109%2fICHI57859.2023.00094&partnerID=40&md5=c4b62d415075b1b8806e1cab221e63df,nan,2023.0
razmi_ai_2024,book,"Razmi, Ronald M",1,0,nan,nan,nan,1-394-24016-3,nan,nan,nan,nan,nan,John Wiley \& Sons,nan,"{AI} {Doctor}: {The} {Rise} of {Artificial} {Intelligence} in {Healthcare}-{A} {Guide} for {Users}, {Buyers}, {Builders}, and {Investors}",nan,nan,2024.0
rebane_exploiting_2020,article,"Rebane, J. and Samsten, I. and Papapetrou, P.",0,1,nan,nan,10.1016/j.artmed.2020.101942,nan,nan,Artificial Intelligence in Medicine,nan,nan,nan,nan,nan,Exploiting complex medical data with interpretable deep learning for adverse drug event prediction,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091563501&doi=10.1016%2fj.artmed.2020.101942&partnerID=40&md5=05d5c48d21546897f21c2b6b551d6521,109,2020.0
reddy_translational_2023,book,"Reddy, Sandeep",1,0,nan,nan,nan,1-00-381620-7,nan,nan,nan,nan,nan,CRC Press,nan,Translational {Application} of {Artificial} {Intelligence} in {Healthcare}:-{A} {Textbook},nan,nan,2023.0
rehman_fedcscd-gan_2024,article,"Rehman, A. and Xing, H. and Feng, L. and Hussain, M. and Gulzar, N. and Adnan Khan, M. and Hussain, A. and Saeed, D.",0,1,nan,nan,10.1016/j.bspc.2023.105893,nan,nan,Biomedical Signal Processing and Control,nan,nan,nan,nan,nan,{FedCSCD}-{GAN}: {A} secure and collaborative framework for clinical cancer diagnosis via optimized federated learning and {GAN},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181701119&doi=10.1016%2fj.bspc.2023.105893&partnerID=40&md5=3c99b38dcc30374c37e8293ba8c94cff,89,2024.0
reichenpfader_large_2023,article,"Reichenpfader, D. and Müller, H. and Denecke, K.",0,1,nan,nan,10.1136/bmjopen-2023-076865,nan,nan,BMJ Open,nan,12,nan,nan,nan,Large language model-based information extraction from free-text radiology reports: a scoping review protocol,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179647032&doi=10.1136%2fbmjopen-2023-076865&partnerID=40&md5=381abb7143b61074e332975b9b152099,13,2023.0
